Course_ID,Course_Duration,Course_Duration_MOOC,Year,Courses_perYear,Duration_Video,Duration_Quiz,Duration_Exam,Number_Video,Number_Quiz,Number_Exam,Number_Video_1H,Number_Video_2H,Number_video_3H,Number_Video_4H,Number_Quizz_1H,Number_Quizz_2H,Number_Exam_1H,Number_Exam_2H,Number_Exam_3H,Number_Exam_4H
6959,29,11,2016,2185,3,5,3,1,5,2,0,0,1,0,5,0,1,1,0,0
6960,84,45,2016,2185,32,12,1,11,11,1,3,1,1,6,10,1,1,0,0,0
6961,22,20,2016,2185,7,10,3,3,9,2,1,1,0,1,8,1,1,1,0,0
6962,16,5,2016,2185,2,2,1,1,1,1,0,1,0,0,0,1,1,0,0,0
6963,21,4,2016,2185,3,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
6964,22,13,2016,2185,7,5,1,4,4,1,2,1,1,0,3,1,1,0,0,0
6965,12,3,2016,2185,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0
6966,78,54,2016,2185,27,25,2,20,22,1,15,4,0,1,19,3,0,1,0,0
6967,13,3,2016,2185,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0
6968,75,55,2016,2185,37,14,4,20,9,3,9,8,0,3,4,5,2,1,0,0
6969,46,38,2016,2185,17,18,3,7,17,1,0,4,3,0,16,1,0,0,1,0
6970,25,4,2016,2185,1,2,1,1,2,1,1,0,0,0,2,0,1,0,0,0
6971,15,13,2016,2185,6,6,1,6,5,0,6,0,0,0,4,1,0,0,0,0
6972,20,14,2016,2185,5,5,4,4,3,3,3,1,0,0,1,2,2,1,0,0
6973,35,21,2016,2185,8,11,2,3,11,2,0,1,2,0,11,0,2,0,0,0
6974,17,3,2016,2185,2,1,0,2,1,0,2,0,0,0,1,0,0,0,0,0
6975,28,7,2016,2185,3,4,0,2,3,0,1,1,0,0,2,1,0,0,0,0
6976,69,49,2016,2185,27,18,4,24,13,3,22,1,1,0,8,5,2,1,0,0
6977,10,5,2016,2185,2,3,0,1,2,0,0,1,0,0,1,1,0,0,0,0
6978,17,3,2016,2185,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
6979,12,9,2016,2185,4,3,2,3,2,1,2,1,0,0,1,1,0,1,0,0
6980,23,20,2016,2185,7,10,3,5,6,2,4,0,1,0,2,4,1,1,0,0
6981,19,15,2016,2185,7,5,3,3,4,1,0,2,1,0,3,1,0,0,1,0
6982,37,15,2016,2185,6,6,3,5,5,1,4,1,0,0,4,1,0,0,1,0
6983,81,76,2016,2185,35,39,2,14,21,1,0,7,7,0,3,18,0,1,0,0
6984,61,45,2016,2185,24,18,3,11,10,3,5,1,3,2,2,8,3,0,0,0
6985,10,4,2016,2185,2,2,0,1,2,0,0,1,0,0,2,0,0,0,0,0
6986,45,1,2016,2185,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6987,47,9,2016,2185,5,4,0,3,4,0,1,2,0,0,4,0,0,0,0,0
6988,12,12,2016,2185,9,3,0,5,2,0,2,2,1,0,1,1,0,0,0,0
6989,49,2,2016,2185,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
6990,36,11,2016,2185,5,4,2,3,3,2,2,0,1,0,2,1,2,0,0,0
6991,61,48,2016,2185,35,12,1,9,8,1,0,0,1,8,4,4,1,0,0,0
6992,63,4,2016,2185,1,2,1,1,2,1,1,0,0,0,2,0,1,0,0,0
6993,51,2,2016,2185,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
6994,37,16,2016,2185,5,7,4,4,6,3,3,1,0,0,5,1,2,1,0,0
6995,31,5,2016,2185,4,1,0,4,1,0,4,0,0,0,1,0,0,0,0,0
6996,40,3,2016,2185,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
6997,67,6,2016,2185,3,2,1,2,1,0,1,1,0,0,0,1,0,0,0,0
6998,31,4,2016,2185,1,2,1,1,1,1,1,0,0,0,0,1,1,0,0,0
6999,28,24,2016,2185,9,12,3,2,7,1,0,0,0,0,2,5,0,0,1,0
7000,63,52,2016,2185,38,12,2,13,11,1,0,1,12,0,10,1,0,1,0,0
7001,38,19,2016,2185,12,5,2,11,4,1,10,1,0,0,3,1,0,1,0,0
7002,80,58,2016,2185,24,31,3,14,22,1,9,2,1,2,13,9,0,0,1,0
7003,67,10,2016,2185,2,6,2,2,4,2,2,0,0,0,2,2,2,0,0,0
7004,13,6,2016,2185,2,3,1,1,2,0,0,1,0,0,1,1,0,0,0,0
7005,66,19,2016,2185,13,5,1,9,4,0,5,4,0,0,3,1,0,0,0,0
7006,17,11,2016,2185,6,4,1,4,3,1,3,0,1,0,2,1,1,0,0,0
7007,35,12,2016,2185,7,5,0,6,3,0,5,1,0,0,1,2,0,0,0,0
7008,10,2,2016,2185,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7009,34,13,2016,2185,7,5,1,5,5,0,3,2,0,0,5,0,0,0,0,0
7010,42,32,2016,2185,14,17,1,7,9,0,3,1,3,0,1,8,0,0,0,0
7011,56,48,2016,2185,23,22,3,18,14,2,15,1,2,0,6,8,1,1,0,0
7012,18,6,2016,2185,3,2,1,2,2,1,1,1,0,0,2,0,1,0,0,0
7013,34,31,2016,2185,11,18,2,9,10,1,8,0,1,0,2,8,0,1,0,0
7014,52,1,2016,2185,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7015,38,14,2016,2185,5,8,1,4,8,1,3,1,0,0,8,0,1,0,0,0
7016,44,39,2016,2185,23,14,2,14,12,1,9,1,4,0,10,2,0,1,0,0
7017,27,24,2016,2185,9,14,1,7,12,1,6,0,1,0,10,2,1,0,0,0
7018,43,25,2016,2185,14,10,1,6,8,1,2,1,2,1,6,2,1,0,0,0
7019,42,23,2016,2185,15,5,3,5,3,1,1,0,2,2,1,2,0,0,1,0
7020,27,17,2016,2185,9,5,3,2,3,1,0,0,0,0,1,2,0,0,1,0
7021,37,24,2016,2185,9,11,4,8,6,3,7,1,0,0,1,5,2,1,0,0
7022,48,37,2016,2185,18,15,4,14,11,2,12,1,0,1,7,4,0,2,0,0
7023,66,18,2016,2185,9,5,4,6,4,2,3,3,0,0,3,1,0,2,0,0
7024,82,16,2016,2185,4,9,3,4,6,3,4,0,0,0,3,3,3,0,0,0
7025,38,8,2016,2185,3,4,1,3,3,0,3,0,0,0,2,1,0,0,0,0
7027,80,20,2016,2185,10,6,4,5,6,3,2,2,0,1,6,0,2,1,0,0
7028,14,14,2016,2185,9,4,1,3,4,1,0,1,1,1,4,0,1,0,0,0
7029,63,49,2016,2185,36,10,3,28,5,3,21,6,1,0,0,5,3,0,0,0
7030,33,27,2016,2185,12,12,3,6,9,3,2,2,2,0,6,3,3,0,0,0
7031,18,11,2016,2185,6,4,1,2,3,1,0,0,2,0,2,1,1,0,0,0
7032,44,4,2016,2185,2,2,0,1,2,0,0,1,0,0,2,0,0,0,0,0
7033,40,16,2016,2185,6,6,4,4,5,3,3,0,1,0,4,1,2,1,0,0
7034,31,1,2016,2185,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7035,14,5,2016,2185,2,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0
7036,87,86,2016,2185,47,35,4,40,34,1,37,0,2,1,33,1,0,0,0,1
7037,11,9,2016,2185,5,3,1,3,2,1,1,2,0,0,1,1,1,0,0,0
7038,90,72,2016,2185,48,21,3,44,12,1,40,4,0,0,3,9,0,0,1,0
7039,20,12,2016,2185,6,4,2,2,3,2,0,1,0,1,2,1,2,0,0,0
7040,34,17,2016,2185,5,8,4,4,5,2,3,1,0,0,2,3,0,2,0,0
7041,24,1,2016,2185,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7042,27,23,2016,2185,10,12,1,3,12,0,0,1,0,2,12,0,0,0,0,0
7043,39,28,2016,2185,13,15,0,13,13,0,13,0,0,0,11,2,0,0,0,0
7044,19,4,2016,2185,1,2,1,0,2,1,0,0,0,0,2,0,1,0,0,0
7045,10,4,2016,2185,2,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0
7046,14,9,2016,2185,6,3,0,3,2,0,0,3,0,0,1,1,0,0,0,0
7047,36,4,2016,2185,1,2,1,0,2,1,0,0,0,0,2,0,1,0,0,0
7048,13,11,2016,2185,5,4,2,2,4,2,0,1,1,0,4,0,2,0,0,0
7049,30,25,2016,2185,15,7,3,11,6,2,7,4,0,0,5,1,1,1,0,0
7050,50,48,2016,2185,29,16,3,28,15,1,27,1,0,0,14,1,0,0,1,0
7051,32,24,2016,2185,10,12,2,8,9,1,6,2,0,0,6,3,0,1,0,0
7052,12,10,2016,2185,6,3,1,3,2,1,0,3,0,0,1,1,1,0,0,0
7053,21,6,2016,2185,1,4,1,1,3,0,1,0,0,0,2,1,0,0,0,0
7054,12,2,2016,2185,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7055,41,25,2016,2185,17,6,2,12,5,1,9,2,0,1,4,1,0,1,0,0
7056,15,5,2016,2185,1,3,1,1,3,1,1,0,0,0,3,0,1,0,0,0
7057,34,18,2016,2185,4,11,3,1,8,3,0,0,0,1,5,3,3,0,0,0
7058,25,5,2016,2185,3,2,0,1,2,0,0,0,1,0,2,0,0,0,0,0
7059,72,14,2016,2185,3,8,3,2,7,3,1,1,0,0,6,1,3,0,0,0
7060,25,9,2016,2185,5,3,1,3,3,0,2,0,1,0,3,0,0,0,0,0
7061,25,18,2016,2185,8,7,3,4,5,1,2,1,0,1,3,2,0,0,1,0
7062,28,12,2016,2185,5,5,2,1,3,2,0,0,0,0,1,2,2,0,0,0
7063,48,36,2016,2185,21,11,4,20,11,3,19,1,0,0,11,0,2,1,0,0
7064,21,2,2016,2185,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7065,21,11,2016,2185,5,6,0,5,3,0,5,0,0,0,0,3,0,0,0,0
7066,34,10,2016,2185,4,5,1,3,3,1,2,1,0,0,1,2,1,0,0,0
7067,86,71,2016,2185,27,40,4,23,32,3,19,4,0,0,24,8,2,1,0,0
7068,48,17,2016,2185,7,9,1,5,5,0,3,2,0,0,1,4,0,0,0,0
7069,35,12,2016,2185,8,4,0,2,3,0,0,0,0,2,2,1,0,0,0,0
7070,12,4,2016,2185,1,2,1,0,2,1,0,0,0,0,2,0,1,0,0,0
7071,28,28,2016,2185,12,16,0,9,10,0,7,1,1,0,4,6,0,0,0,0
7072,19,15,2016,2185,9,4,2,8,2,2,7,1,0,0,0,2,2,0,0,0
7073,61,43,2016,2185,28,13,2,8,11,1,1,0,1,6,9,2,0,1,0,0
7074,19,17,2016,2185,8,8,1,4,8,0,0,4,0,0,8,0,0,0,0,0
7075,28,6,2016,2185,2,3,1,1,3,1,0,1,0,0,3,0,1,0,0,0
7076,78,9,2016,2185,6,2,1,5,1,1,4,1,0,0,0,1,1,0,0,0
7077,17,4,2016,2185,1,2,1,0,2,0,0,0,0,0,2,0,0,0,0,0
7078,55,13,2016,2185,4,7,2,2,5,1,0,2,0,0,3,2,0,1,0,0
7079,14,5,2016,2185,2,2,1,2,1,1,2,0,0,0,0,1,1,0,0,0
7080,53,46,2016,2185,31,12,3,23,7,2,18,3,1,1,2,5,1,1,0,0
7081,11,2,2016,2185,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7083,25,4,2016,2185,1,2,1,1,2,1,1,0,0,0,2,0,1,0,0,0
7084,56,24,2016,2185,10,11,3,7,6,1,6,0,0,1,1,5,0,0,1,0
7085,76,52,2016,2185,30,19,3,28,13,2,27,0,1,0,7,6,1,1,0,0
7086,68,64,2016,2185,28,32,4,10,27,4,1,3,3,3,22,5,4,0,0,0
7087,20,4,2016,2185,2,2,0,2,1,0,2,0,0,0,0,1,0,0,0,0
7088,69,42,2016,2185,27,11,4,25,6,2,23,2,0,0,1,5,0,2,0,0
7089,13,2,2016,2185,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
7090,14,7,2016,2185,2,3,2,1,2,1,0,1,0,0,1,1,0,1,0,0
7091,17,10,2016,2185,7,3,0,5,2,0,3,2,0,0,1,1,0,0,0,0
7092,57,19,2016,2185,14,4,1,11,2,1,9,1,1,0,0,2,1,0,0,0
7093,78,3,2016,2185,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
7094,33,22,2016,2185,16,6,0,8,5,0,1,6,1,0,4,1,0,0,0,0
7095,74,41,2016,2185,18,20,3,5,15,1,0,0,2,3,10,5,0,0,1,0
7096,18,7,2016,2185,2,3,2,1,2,1,0,1,0,0,1,1,0,1,0,0
7097,34,22,2016,2185,8,11,3,7,7,1,6,1,0,0,3,4,0,0,1,0
7098,51,19,2016,2185,10,8,1,3,6,0,0,0,2,1,4,2,0,0,0,0
7099,69,38,2016,2185,18,19,1,8,12,1,1,5,1,1,5,7,1,0,0,0
7100,30,20,2016,2185,10,7,3,9,6,3,8,1,0,0,5,1,3,0,0,0
7101,27,14,2016,2185,6,5,3,3,4,2,1,1,1,0,3,1,1,1,0,0
7102,50,18,2016,2185,10,8,0,10,6,0,10,0,0,0,4,2,0,0,0,0
7103,32,3,2016,2185,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
7104,13,1,2016,2185,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7105,14,10,2016,2185,4,4,2,2,4,1,0,2,0,0,4,0,0,1,0,0
7106,26,6,2016,2185,2,3,1,1,2,1,0,1,0,0,1,1,1,0,0,0
7107,34,25,2016,2185,12,9,4,6,8,2,3,0,3,0,7,1,0,2,0,0
7108,37,14,2016,2185,7,6,1,4,5,1,2,1,1,0,4,1,1,0,0,0
7109,15,9,2016,2185,3,4,2,2,2,1,1,1,0,0,0,2,0,1,0,0
7110,30,16,2016,2185,5,8,3,5,5,2,5,0,0,0,2,3,1,1,0,0
7111,29,14,2016,2185,8,5,1,3,3,0,0,2,0,1,1,2,0,0,0,0
7112,78,48,2016,2185,18,28,2,16,20,1,14,2,0,0,12,8,0,1,0,0
7113,29,1,2016,2185,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7115,89,82,2016,2185,41,40,1,17,30,1,1,11,2,3,20,10,1,0,0,0
7116,12,6,2016,2185,3,3,0,3,2,0,3,0,0,0,1,1,0,0,0,0
7117,31,18,2016,2185,11,5,2,11,5,1,11,0,0,0,5,0,0,1,0,0
7118,39,38,2016,2185,20,15,3,17,11,2,14,3,0,0,7,4,1,1,0,0
7119,53,47,2016,2185,26,21,0,14,21,0,6,6,0,2,21,0,0,0,0,0
7120,27,4,2016,2185,1,2,1,1,1,1,1,0,0,0,0,1,1,0,0,0
7121,26,8,2016,2185,4,4,0,2,3,0,1,0,1,0,2,1,0,0,0,0
7122,54,21,2016,2185,13,6,2,7,3,1,2,4,1,0,0,3,0,1,0,0
7123,25,8,2016,2185,4,4,0,3,4,0,2,1,0,0,4,0,0,0,0,0
7124,65,55,2016,2185,25,28,2,9,27,2,0,3,5,1,26,1,2,0,0,0
7125,70,45,2016,2185,26,18,1,8,17,1,2,0,0,6,16,1,1,0,0,0
7126,29,23,2016,2185,11,10,2,8,10,1,7,0,0,1,10,0,0,1,0,0
7127,90,28,2016,2185,20,7,1,12,6,1,6,5,0,1,5,1,1,0,0,0
7128,50,26,2016,2185,11,14,1,11,12,1,11,0,0,0,10,2,1,0,0,0
7129,78,58,2016,2185,22,33,3,13,18,3,9,0,3,1,3,15,3,0,0,0
7130,29,13,2016,2185,4,7,2,2,6,1,1,0,1,0,5,1,0,1,0,0
7131,40,39,2016,2185,22,14,3,13,14,2,8,3,0,2,14,0,1,1,0,0
7132,42,15,2016,2185,11,3,1,7,2,0,5,0,2,0,1,1,0,0,0,0
7133,26,16,2016,2185,7,6,3,6,3,1,5,1,0,0,0,3,0,0,1,0
7134,12,6,2016,2185,4,2,0,2,2,0,0,2,0,0,2,0,0,0,0,0
7135,40,39,2016,2185,18,18,3,9,12,3,5,1,1,2,6,6,3,0,0,0
7136,31,15,2016,2185,6,7,2,6,5,2,6,0,0,0,3,2,2,0,0,0
7137,26,6,2016,2185,2,3,1,1,3,1,0,1,0,0,3,0,1,0,0,0
7138,15,9,2016,2185,6,2,1,2,1,0,0,1,0,1,0,1,0,0,0,0
7139,40,2,2016,2185,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7140,88,52,2016,2185,26,24,2,17,22,1,11,3,3,0,20,2,0,1,0,0
7141,63,9,2016,2185,3,4,2,3,2,1,3,0,0,0,0,2,0,1,0,0
7142,16,16,2016,2185,10,6,0,6,4,0,3,2,1,0,2,2,0,0,0,0
7143,27,24,2016,2185,16,7,1,15,6,1,14,1,0,0,5,1,1,0,0,0
7144,20,10,2016,2185,3,4,3,3,4,1,3,0,0,0,4,0,0,0,1,0
7145,38,32,2016,2185,12,18,2,4,15,2,0,0,4,0,12,3,2,0,0,0
7146,21,1,2016,2185,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7147,28,6,2016,2185,3,2,1,2,2,0,1,1,0,0,2,0,0,0,0,0
7148,25,8,2016,2185,4,3,1,3,3,1,2,1,0,0,3,0,1,0,0,0
7149,55,54,2016,2185,38,15,1,24,10,1,11,12,1,0,5,5,1,0,0,0
7150,39,20,2016,2185,10,8,2,7,5,2,6,0,0,1,2,3,2,0,0,0
7151,35,18,2016,2185,8,10,0,2,7,0,0,0,0,2,4,3,0,0,0,0
7152,64,42,2016,2185,26,12,4,8,9,3,1,1,1,5,6,3,2,1,0,0
7153,38,36,2016,2185,18,15,3,6,10,1,1,1,1,3,5,5,0,0,1,0
7154,22,6,2016,2185,3,2,1,3,1,1,3,0,0,0,0,1,1,0,0,0
7155,88,23,2016,2185,15,7,1,12,5,1,9,3,0,0,3,2,1,0,0,0
7156,80,55,2016,2185,34,21,0,16,13,0,3,9,3,1,5,8,0,0,0,0
7157,40,38,2016,2185,27,7,4,8,7,3,0,1,3,4,7,0,2,1,0,0
7158,30,13,2016,2185,4,7,2,2,7,1,1,0,1,0,7,0,0,1,0,0
7159,12,4,2016,2185,2,2,0,2,1,0,2,0,0,0,0,1,0,0,0,0
7160,23,15,2016,2185,5,6,4,3,5,2,1,2,0,0,4,1,0,2,0,0
7161,31,22,2016,2185,7,11,4,5,10,3,3,2,0,0,9,1,2,1,0,0
7162,35,7,2016,2185,3,4,0,2,2,0,1,1,0,0,0,2,0,0,0,0
7163,36,16,2016,2185,8,6,2,6,3,1,5,0,1,0,0,3,0,1,0,0
7164,81,46,2016,2185,25,19,2,17,12,1,13,1,2,1,5,7,0,1,0,0
7165,16,6,2016,2185,3,2,1,2,1,1,1,1,0,0,0,1,1,0,0,0
7166,80,39,2016,2185,13,23,3,10,19,3,8,1,1,0,15,4,3,0,0,0
7167,28,5,2016,2185,1,3,1,1,2,1,1,0,0,0,1,1,1,0,0,0
7168,20,19,2016,2185,9,6,4,6,4,1,5,0,0,1,2,2,0,0,0,1
7169,86,71,2016,2185,39,29,3,30,26,2,25,3,0,2,23,3,1,1,0,0
7170,23,7,2016,2185,3,3,1,1,2,1,0,0,1,0,1,1,1,0,0,0
7171,68,2,2016,2185,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
7172,30,14,2016,2185,4,7,3,1,7,1,0,0,0,1,7,0,0,0,1,0
7173,17,12,2016,2185,8,4,0,2,3,0,0,0,0,2,2,1,0,0,0,0
7174,21,4,2016,2185,2,2,0,1,2,0,0,1,0,0,2,0,0,0,0,0
7175,12,5,2016,2185,2,2,1,1,2,1,0,1,0,0,2,0,1,0,0,0
7176,14,2,2016,2185,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
7177,48,2,2016,2185,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7178,34,27,2016,2185,18,7,2,13,5,1,10,1,2,0,3,2,0,1,0,0
7179,13,11,2016,2185,3,5,3,3,3,2,3,0,0,0,1,2,1,1,0,0
7180,35,34,2016,2185,14,18,2,7,18,1,2,3,2,0,18,0,0,1,0,0
7181,12,11,2016,2185,6,4,1,4,2,0,3,0,1,0,0,2,0,0,0,0
7182,13,6,2016,2185,3,2,1,2,2,1,1,1,0,0,2,0,1,0,0,0
7183,27,7,2016,2185,5,2,0,2,2,0,1,0,0,1,2,0,0,0,0,0
7184,61,5,2016,2185,1,3,1,1,2,0,1,0,0,0,1,1,0,0,0,0
7185,10,2,2016,2185,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
7186,17,7,2016,2185,2,3,2,2,2,2,2,0,0,0,1,1,2,0,0,0
7187,22,17,2016,2185,5,8,4,2,7,2,0,1,1,0,6,1,0,2,0,0
7188,31,11,2016,2185,3,5,3,3,5,1,3,0,0,0,5,0,0,0,1,0
7189,23,1,2016,2185,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7190,12,6,2016,2185,3,2,1,2,2,0,1,1,0,0,2,0,0,0,0,0
7191,47,41,2016,2185,30,11,0,12,7,0,3,1,7,1,3,4,0,0,0,0
7192,20,19,2016,2185,9,9,1,7,8,1,6,0,1,0,7,1,1,0,0,0
7193,82,47,2016,2185,27,16,4,19,12,2,14,3,1,1,8,4,0,2,0,0
7195,40,20,2016,2185,12,6,2,3,4,2,0,0,0,3,2,2,2,0,0,0
7196,24,18,2016,2185,11,4,3,6,4,1,1,5,0,0,4,0,0,0,1,0
7197,66,24,2016,2185,16,8,0,9,5,0,2,7,0,0,2,3,0,0,0,0
7198,16,14,2016,2185,8,4,2,5,2,1,3,1,1,0,0,2,0,1,0,0
7199,33,9,2016,2185,4,3,2,1,3,1,0,0,0,1,3,0,0,1,0,0
7200,12,6,2016,2185,4,2,0,3,1,0,2,1,0,0,0,1,0,0,0,0
7201,59,44,2016,2185,23,18,3,19,11,2,15,4,0,0,4,7,1,1,0,0
7202,33,3,2016,2185,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0
7203,27,11,2016,2185,3,6,2,3,4,2,3,0,0,0,2,2,2,0,0,0
7204,61,25,2016,2185,6,15,4,2,10,2,0,1,0,1,5,5,0,2,0,0
7205,59,43,2016,2185,30,11,2,26,9,2,23,2,1,0,7,2,2,0,0,0
7206,36,30,2016,2185,22,7,1,6,6,1,0,1,0,5,5,1,1,0,0,0
7207,42,25,2016,2185,14,9,2,12,7,1,10,2,0,0,5,2,0,1,0,0
7208,88,36,2016,2185,24,10,2,15,10,1,10,1,4,0,10,0,0,1,0,0
7209,85,68,2016,2185,35,31,2,24,29,1,17,5,0,2,27,2,0,1,0,0
7210,13,12,2016,2185,7,5,0,5,3,0,3,2,0,0,1,2,0,0,0,0
7211,15,8,2016,2185,5,2,1,3,2,1,1,2,0,0,2,0,1,0,0,0
7212,49,21,2016,2185,7,10,4,2,6,2,0,0,1,1,2,4,1,0,1,0
7214,13,12,2016,2185,3,7,2,1,7,2,0,0,1,0,7,0,2,0,0,0
7215,17,2,2016,2185,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
7216,26,5,2016,2185,1,3,1,0,2,1,0,0,0,0,1,1,1,0,0,0
7217,16,2,2016,2185,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
7218,85,81,2016,2185,45,34,2,25,31,1,12,8,3,2,28,3,0,1,0,0
7219,29,17,2016,2185,6,8,3,3,7,2,1,1,1,0,6,1,1,1,0,0
7220,11,8,2016,2185,5,2,1,3,2,1,1,2,0,0,2,0,1,0,0,0
7221,18,6,2016,2185,2,3,1,1,2,1,0,1,0,0,1,1,1,0,0,0
7222,25,14,2016,2185,6,7,1,3,7,1,0,3,0,0,7,0,1,0,0,0
7223,30,23,2016,2185,11,11,1,7,10,1,4,2,1,0,9,1,1,0,0,0
7224,15,2,2016,2185,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7225,49,29,2016,2185,13,15,1,5,12,0,1,2,0,2,9,3,0,0,0,0
7226,23,16,2016,2185,3,10,3,1,6,3,0,0,1,0,2,4,3,0,0,0
7227,48,26,2016,2185,17,5,4,14,3,2,13,0,0,1,1,2,0,2,0,0
7228,13,3,2016,2185,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0
7229,36,32,2016,2185,18,14,0,5,11,0,0,1,0,4,8,3,0,0,0,0
7230,15,14,2016,2185,5,6,3,2,4,2,0,1,1,0,2,2,1,1,0,0
7231,29,26,2016,2185,15,8,3,6,7,3,1,3,0,2,6,1,3,0,0,0
7232,68,18,2016,2185,6,9,3,2,9,2,0,1,0,1,9,0,1,1,0,0
7233,79,3,2016,2185,2,1,0,2,1,0,2,0,0,0,1,0,0,0,0,0
7234,17,14,2016,2185,4,7,3,3,6,2,2,1,0,0,5,1,1,1,0,0
7235,11,4,2016,2185,1,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0
7236,36,19,2016,2185,6,10,3,4,8,1,3,0,1,0,6,2,0,0,1,0
7237,77,55,2016,2185,30,24,1,23,16,1,20,1,0,2,8,8,1,0,0,0
7238,23,17,2016,2185,10,7,0,9,6,0,8,1,0,0,5,1,0,0,0,0
7239,20,19,2016,2185,9,8,2,8,5,1,7,1,0,0,2,3,0,1,0,0
7240,15,3,2016,2185,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0
7241,16,15,2016,2185,5,6,4,2,4,2,0,1,1,0,2,2,0,2,0,0
7242,40,32,2016,2185,23,8,1,7,6,0,0,1,3,3,4,2,0,0,0,0
7243,86,18,2016,2185,8,7,3,5,4,2,4,0,0,1,1,3,1,1,0,0
7244,20,11,2016,2185,5,6,0,4,6,0,3,1,0,0,6,0,0,0,0,0
7245,14,12,2016,2185,3,6,3,3,4,2,3,0,0,0,2,2,1,1,0,0
7246,10,1,2016,2185,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7247,31,20,2016,2185,14,4,2,11,2,2,10,0,0,1,0,2,2,0,0,0
7248,84,65,2016,2185,23,38,4,18,23,3,16,0,1,1,8,15,2,1,0,0
7249,15,3,2016,2185,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
7250,28,21,2016,2185,12,6,3,4,5,1,0,2,0,2,4,1,0,0,1,0
7251,44,15,2016,2185,6,7,2,4,5,1,3,0,1,0,3,2,0,1,0,0
7252,87,72,2016,2185,47,23,2,36,16,1,31,2,0,3,9,7,0,1,0,0
7253,32,15,2016,2185,8,6,1,2,6,0,0,0,0,2,6,0,0,0,0,0
7254,58,42,2016,2185,27,13,2,27,10,1,27,0,0,0,7,3,0,1,0,0
7255,27,25,2016,2185,16,8,1,8,5,1,2,5,0,1,2,3,1,0,0,0
7256,17,3,2016,2185,2,1,0,2,1,0,2,0,0,0,1,0,0,0,0,0
7257,31,14,2016,2185,7,6,1,6,4,1,5,1,0,0,2,2,1,0,0,0
7259,77,7,2016,2185,3,3,1,2,2,0,1,1,0,0,1,1,0,0,0,0
7260,27,8,2016,2185,3,4,1,2,3,1,1,1,0,0,2,1,1,0,0,0
7261,25,22,2016,2185,16,5,1,8,3,1,2,4,2,0,1,2,1,0,0,0
7262,36,2,2016,2185,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
7263,35,1,2016,2185,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7265,39,20,2016,2185,11,7,2,8,7,2,5,3,0,0,7,0,2,0,0,0
7266,33,2,2016,2185,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
7267,11,2,2016,2185,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
7268,10,8,2016,2185,3,5,0,1,3,0,0,0,1,0,1,2,0,0,0,0
7269,12,2,2016,2185,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
7270,40,27,2016,2185,12,13,2,6,7,2,3,0,3,0,1,6,2,0,0,0
7271,32,5,2016,2185,2,3,0,1,2,0,0,1,0,0,1,1,0,0,0,0
7272,35,34,2016,2185,13,17,4,7,12,2,2,4,1,0,7,5,0,2,0,0
